Unit,Unit No.,Floor Plan Code,Net sf,Occupancy Status,"Enter ""F"" for Future Lease",Market Rent,Lease Start Date,Lease Expiration,"Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT",CONC/SPECL,Balance,PETFEE,CARPORT,PARKING,HOUSING,Occupancy Status / Code,"Enter ""F"" for Future Lease / Code",MTOM,PETRENT,GARAGE,Concession,Garbage,Pet Fee,Rent,Pet Rent,Pest Fee,Trash,Insurance Fee,Lease Rent,Required Deposit,Dep On Hand,TRASH,Occupancy Code,"Enter ""F"" for Future Lease.1",MTM,Occupancy Status Code,Occupied Since,Other Income,CABORT,REFERRAL,Move-Out Date,"Enter ""F"" for Future Lease Code",Month To Month,Enter Future Lease,CONC/SUBSIDY,FUTURE_RENT,Enter Other Lease Charge Codes Here,SH,CONC/SUB,PEST,MAINTENANCE,"Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT: 1190",Occupationally Accurate Market...,FARE,Rojas Jose,Occupied,"Enter individual charge codes into the blue cells below (ex. rent, maintenance, petfee, etc). For each unit, enter charge amounts in the corresponding columns. RENT","Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns.:",Enter other rental charges here,Enter other credit amounts here,Insurance,Market Rent Code,Lease Start Date Code,Lease Expiration Code,Occupancy Status Code^1,"Enter ""F"" for Future Lease Code^1",Market Rent Code^1,Lease Start Date Code^1,Lease Expiration Code^1,Map Code,"Enter Individual Charge Codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT",Occupied Net sf,Legal and Other Non-Refundable Fees,Enter F for Future Lease,Market Rent.1,Lease Start Date.1,Lease Expiration.1,Occupied.1,Actual Rent,Resident Deposit,Other Deposit,Occupancy Influences,Occupied by
1219,1219,B2,1254.0,Occupied,F,1495.0,2023-12-16,2024-03-15,1495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,1219,B2,1254.0,Occupied,F,1495.0,2023-12-31,2024-06-30,1495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,1219,A2,867.0,Occupied,F,930.0,2019-02-26,2020-03-31,918.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356B,3356B,A2,867.0,Occupied,F,1190.0,2019-03-31,2020-04-30,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196B,3196B,A2,867.0,Occupied,,1190.0,2019-01-12,2020-02-11,1190.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196B,3196B,A2,867.0,Occupied,,1200.0,2019-04-26,2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11944,11944,A2,867.0,Occupied,F,1185.0,2023-11-14,2024-12-1,,,,,,,,,,,,,,,,,15.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,403,60212b1,1002.0,Occupied,,610.0,2018-08-15,2019-10-31,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378E,3378E,A2,867.0,Occupied,,1175.0,2019-03-01,2020-02-29,1211.0,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,317,A2,867.0,Occupied,,880.0,2019-07-03,2020-07-31,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,317,A2,867.0,Occupied,,1190.0,2019-06-14,2020-06-30,1190.0,,,,,35.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194B,3194B,A2,867.0,Occupied,,1175.0,2019-01-01,2020-02-29,1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214B,1214B,A2,867.0,Occupied,F,1025.0,2023-10-01,2025-09-30,1025.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,60212b2,1081.0,Occupied,,1025.0,2018-05-08,2019-06-30,,,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195E,1195E,A2,1453.0,Occupied,F,1453.0,2019-08-01,2020-07-31,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1214,A2,867.0,Occupied,,1200.0,2019-05-31,2020-06-30,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1214,A2,867.0,Occupied,F,1200.0,2024-04-30,2025-05-30,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228H,1228H,A2,867.0,Occupied,,885.0,2018-08-01,2019-07-31,809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,405,60212b2,1081.0,Vacant,,1025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397B,3397B,C1,1176.0,Occupied,,1520.0,2019-01-12,2020-02-11,1478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343T,3343T,A2,867.0,Occupied,,1200.0,2019-01-30,2020-02-29,1200.0,-1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,1213,A3,754.0,Occupied,,1093.0,2019-06-01,2020-05-31,1083.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12398,12398,B1,1176.0,Occupied,,1435.0,2018-09-30,2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Allure': 0.3, 'Lawn Care': 25, 'Rent': 1371, 'Carport': 35}",,,,,,,,,,,,,,,,,,,,,,,,,
123A,123A,A1,1436.0,Occupied,,1355.0,2017-08-01,2018-09-30,1387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12398B,12398B,A1,736.0,Occupied,F,1103.0,2023-10-01,2024-09-30,1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12298,12298,A1,736.0,Occupied,,1103.0,2018-11-17,2020-01-30,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,406,60212b1,1002.0,Occupied,,990.0,2019-06-08,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12138,12138,B1,1176.0,Occupied,,1450.0,2018-07-01,2019-06-30,1386.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198K,1198K,A1,1426.0,Occupied,,1089.0,2019-01-12,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,
3599A,3599A,B2A,1042.0,Occupied,F,1099.0,2014-07-07,2019-11-12,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599A,3599A,B2A,1042.0,Occupied,F,1099.0,2019-11-13,2020-11-12,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599B,3599B,B2A,1042.0,Occupied,,1099.0,2014-08-01,2019-12-03,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599B,3599B,B2A,1042.0,Occupied,F,1099.0,2019-12-04,2020-12-03,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,1209,B2,1254.0,Occupied,F,1530.0,2023-06-24,2024-07-31,1485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,407,60212b1,1002.0,Occupied,,980.0,2019-03-16,2020-04-30,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199E,3199E,A2,867.0,Occupied,,1155.0,2019-01-30,2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227G,1227G,A2,867.0,Occupied,,1190.0,2019-07-19,2020-08-18,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233F,1233F,A2,867.0,Occupied,,1175.0,2019-05-17,2020-06-30,1175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12204,12204,A2,867.0,Occupied,,1180.0,2019-05-01,2020-04-30,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12204,12204,A2,867.0,Occupied,,1190.0,2019-04-26,2020-05-25,1190.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12204,12204,A2,867.0,Occupied,,1190.0,2019-04-01,2020-04-30,1190.0,-200.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,1223,A3,754.0,Occupied,,1111.0,2019-04-26,2020-05-31,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12400B,12400B,A2,867.0,Occupied,,1180.0,2019-01-26,2020-02-25,1221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12400B,12400B,A2,867.0,Occupied,,885.0,2019-01-23,2019-08-22,875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,408,60212b2,1081.0,Occupied,,1025.0,2018-09-01,2019-09-30,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12104,12104,A2,867.0,Occupied,,1165.0,2019-05-17,2020-06-30,1165.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12104,12104,B2,1251.0,Occupied,,1530.0,2018-06-30,2019-07-29,1488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12104,12104,A2,867.0,Occupied,,1200.0,2018-10-21,2019-11-20,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12104,12104,A2,867.0,Occupied,,1190.0,2019-01-29,2020-02-28,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12104,12104,A2,867.0,Occupied,,1190.0,2018-09-01,2019-08-31,1228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12400C,12400C,A2,867.0,Occupied,,1180.0,2019-06-01,2020-06-30,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105D,12105D,B2,1253.0,Occupied,,1530.0,2019-03-22,2020-04-21,1488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12105W,12105W,A2,867.0,Occupied,,1095.0,2019-06-14,2020-06-30,1095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,409,60212b1,1002.0,Occupied,,990.0,2019-07-26,2020-07-31,1090.0,,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12205E,12205E,A2,867.0,Occupied,,1155.0,2019-01-01,2019-06-30,1128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12206B,12206B,A2,867.0,Occupied,F,1165.0,2018-10-27,2020-10-31,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12206B,12206B,A2,647.0,Occupied,,930.0,2019-06-19,2020-06-30,920.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12106,12106,A2,867.0,Occupied,,950.0,2018-05-10,2019-05-31,873.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12106,12106,B2,1259.0,Occupied,F,1520.0,2022-10-31,2023-11-30,1508.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,410,60212a2,871.0,Occupied,,817.0,2019-09-30,2020-09-30,790.0,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12107,12107,A2,867.0,Occupied,,880.0,2019-01-18,2020-02-29,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12107,12107,A2,647.0,Occupied,,930.0,2018-06-28,2019-07-27,930.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12107,12107,B2,1251.0,Occupied,,1515.0,2018-07-09,2019-08-08,1515.0,-1515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12107,12107,B2,1251.0,Occupied,F,1515.0,2019-09-26,2020-10-31,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12107,12107,A2,867.0,Occupied,,1190.0,2019-07-01,2020-06-30,1190.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12107,12107,A2,867.0,Occupied,,1190.0,2018-09-01,2019-08-31,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12207,12207,A2,647.0,Occupied,,970.0,2019-02-22,2020-03-31,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12207,12207,B2,1253.0,Occupied,,1515.0,2019-02-21,2020-03-20,1473.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12207,12207,B2,1251.0,Occupied,,1515.0,2019-03-08,2020-04-07,1473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1006,60212c10,1153.0,VACANT,,1260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,507,60212b,1081.0,Occupied,,1175.0,2019-07-09,2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,1175,2019-07-09,2020-07-31,Occupied,,1175,2019-07-09,2020-07-31,,,,,,,,,,,,,,
12108,12108,B2,1251.0,Occupied,,1509.0,2018-03-01,2019-03-31,,,1432.0,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12108,12108,B2,1251.0,Occupied,F,1520.0,2019-01-12,2020-02-29,1479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12201,12201,A2,647.0,Occupied,,715.0,2018-07-29,2019-08-31,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12104W,12104W,B2,1253.0,Occupied,,,2018-10-19,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208A,12208A,A2,647.0,Occupied,,930.0,2018-10-17,2019-12-16,915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12108E,12108E,B2,1251.0,Occupied,F,1509.0,2018-09-13,2019-10-12,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12108E,12108E,B2,1251.0,Occupied,F,1509.0,2019-10-12,2020-10-31,1453.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,508,30212b,635.0,Occupied,,650.0,2019-05-01,2020-04-30,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12202A,12202A,A2,867.0,Occupied,,1180.0,2018-12-01,2019-12-31,1190.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12302,12302,A2,867.0,Occupied,,895.0,2018-11-08,2019-11-30,831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12402,12402,A2,867.0,Occupied,,1175.0,2019-05-01,2020-04-30,1205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12302B,12302B,A2,867.0,Occupied,,1190.0,2019-01-31,2020-03-30,1190.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12202,12202,A2,867.0,Occupied,F,1190.0,2019-04-01,2020-03-31,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12202,12202,A2,867.0,Occupied,,905.0,2018-08-01,2019-09-30,927.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12102F,12102F,A2,867.0,Occupied,,1165.0,2018-06-20,2019-07-19,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12202D,12202D,A2,647.0,Occupied,,930.0,2018-08-15,2019-09-30,930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12203,12203,A2,867.0,Occupied,,1190.0,2018-11-01,2019-10-31,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12403,12403,A2,867.0,Occupied,,1180.0,2018-08-31,2019-09-30,1180.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12403,12403,B3,1451.0,Occupied,F,1545.0,2024-01-30,2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E3,,,,,,,,,,,,,
509,509,40212b3,1456.0,Occupied,,1456.0,2018-10-13,2019-11-12,1456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12303A,12303A,B1,1426.0,Occupied,,1700.0,2019-05-27,2020-06-30,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12404,12404,A2,867.0,Occupied,,1180.0,2019-05-24,2020-06-30,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12204B,12204B,A2,867.0,Occupied,,895.0,2019-05-10,2020-05-31,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12104D,12104D,A2,867.0,Occupied,,885.0,2019-06-01,2020-05-31,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,510,40212b2,1081.0,OCCUPIED,,1190.0,2019-01-26,2020-02-29,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,510,40212b2,1081.0,OCCUPIED,F,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,3310,A2,867.0,Occupied,,1200.0,2019-04-12,2020-05-31,1200.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306D,12306D,A2,867.0,Occupied,,1165.0,2019-05-25,2020-06-30,1165.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14306B,14306B,A2,867.0,Occupied,,1180.0,2019-05-01,2020-03-31,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12406W,12406W,A2,867.0,Occupied,,1170.0,2019-07-11,2020-08-10,1170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306,12306,B2,1251.0,Occupied,,1530.0,2018-03-01,2019-03-31,1488.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306F,12306F,A2,867.0,Occupied,F,920.0,2023-06-01,2024-05-31,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12406,12406,B2,1251.0,Occupied,F,1530.0,2023-09-01,2024-08-31,1488.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12406,12406,B2,1251.0,Occupied,F,1530.0,2023-09-01,2024-08-31,1488.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110,20110,A1,707.0,Occupied,,970.0,2018-09-12,2019-10-31,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11306,11306,A2,647.0,Occupied-NTVL,F,1006.0,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,511,40212b2,1081.0,Occupied,,1185.0,2019-10-01,2020-09-30,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,,,,,,,,,,,,
3612A,3612A,C1AF,1206.0,Vacant-Leased,,1449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
